947,America/New_York+America/Chicago
949,America/Los_Angeles
951,America/Los_Angeles
952,America/Chicago
954,America/New_York
956,America/Chicago
957,America/Denver
959,America/New_York
970,America/Denver
971,America/Los_Angeles
972,America/Chicago
973,America/New_York
975,America/Chicago
978,America/New_York
979,America/Chicago
980,America/New_York
984,America/New_York
985,America/Chicago
989,America/New_York
